	Gene1	Gene2	Annotation	Direction	Score
553	APOO	APOOL	complex; input	-	1
554	APOOL	CHCHD3	complex; input	-	1
555	APOOL	CHCHD6	complex; input	-	1
556	APOOL	DNAJC11	complex; input	-	1
557	APOOL	HSPA9	complex; input	-	1
558	APOOL	IMMT	complex; input	-	1
559	APOOL	MICOS10	complex; input	-	1
560	APOOL	MICOS13	complex; input	-	1
561	APOOL	MTX1	complex; input	-	1
562	APOOL	MTX2	complex; input	-	1
563	APOOL	SAMM50	complex; input	-	1
564	APOOL	TMEM11	complex; input	-	1
565	APP	CLP1	predicted	-	0.64
566	APP	DDX17	predicted	-	0.64
567	APP	FLOT2	predicted	-	0.64
568	APP	GNAI2	complex; input	-	1
569	APP	GNAQ	complex; input	-	1
570	APP	KAT5	complex; input	-	1
571	APP	RAB27A	predicted	-	0.64
572	APP	RTF1	predicted	-	0.64
573	APP	S100A8	predicted	-	0.64
574	APP	SORL1	complex; input	-	1
575	APP	TBK1	predicted	-	0.64
576	APP	USF2	expression regulated by	<-	1
577	APPBP2	PSAP	predicted	-	0.64
578	AQR	CLP1	complex; input	-	1
579	AQR	CPSF7	complex; input	-	1
580	AQR	HNRNPA3	complex; input	-	1
581	AQR	PRPF4	complex; input	-	1
582	AQR	SMNDC1	complex; input	-	1
583	AQR	SNRNP40	complex; input	-	1
584	AQR	SNW1	complex; input	-	1
585	AQR	SRSF4	complex; input	-	1
586	AQR	SRSF6	complex; input	-	1
587	AQR	SYF2	complex; input	-	1
588	AR	ASH2L	predicted	-	0.64
589	AR	CEBPB	predicted	-	0.64
590	AR	GNAI2	activate	->	1
591	AR	HSP90B1	PPrel: activation; complex	->	1
592	AR	KAT5	complex; input	-	1
593	AR	KMT2A	predicted	-	0.64
594	AR	PIAS1	catalyzed by; reaction	<-	1
595	AR	PKN1	activated by; complex; input	<-	1
596	AR	RCOR1	predicted	-	0.64
597	AR	RUNX2	complex; input; reaction	-	1
598	ARAP1	CDC42	catalyze	->	1
599	ARAP2	CDC42	catalyze	->	1
600	ARAP3	CDC42	catalyze	->	1
601	ARAP3	SH3KBP1	predicted	-	0.64
602	ARCN1	ARF1	predicted	-	0.56
603	ARCN1	ARF3	predicted	-	0.56
604	ARCN1	ARF4	complex; input	-	1
605	ARCN1	ARF5	predicted	-	0.56
606	ARCN1	ARFGAP1	complex; input	-	1
607	ARCN1	ARFGAP2	complex; input	-	1
608	ARCN1	ARFGAP3	complex; input	-	1
609	ARCN1	ARL17A	predicted	-	0.56
610	ARCN1	BET1	complex; input	-	1
611	ARCN1	BET1L	complex; input	-	1
612	ARCN1	BNIP1	complex; input	-	1
613	ARCN1	CAPZA1	complex; input	-	1
614	ARCN1	CAPZA2	complex; input	-	1
615	ARCN1	CAPZA3	complex; input	-	1
616	ARCN1	CAPZB	complex; input	-	1
617	ARCN1	CD55	complex; input	-	1
618	ARCN1	CD59	complex; input	-	1
619	ARCN1	CENPE	complex; input	-	1
620	ARCN1	COG1	complex; input	-	1
621	ARCN1	COG2	complex; input	-	1
622	ARCN1	COG3	complex; input	-	1
623	ARCN1	COG4	complex; input	-	1
624	ARCN1	COG5	complex; input	-	1
625	ARCN1	COG6	complex; input	-	1
626	ARCN1	COG7	complex; input	-	1
627	ARCN1	COG8	complex; input	-	1
628	ARCN1	COPA	complex	-	1
629	ARCN1	COPB1	complex; predicted	-	1
630	ARCN1	COPB2	complex	-	1
631	ARCN1	COPE	complex	-	1
632	ARCN1	COPG1	complex	-	1
633	ARCN1	COPG2	complex	-	1
634	ARCN1	COPZ1	complex	-	1
635	ARCN1	COPZ2	complex	-	1
636	ARCN1	DCTN1	complex; input	-	1
637	ARCN1	DCTN2	complex; input	-	1
638	ARCN1	DCTN3	complex; input	-	1
639	ARCN1	DCTN4	complex; input	-	1
640	ARCN1	DCTN5	complex; input	-	1
641	ARCN1	DCTN6	complex; input	-	1
642	ARCN1	DYNC1H1	complex; input	-	1
643	ARCN1	DYNC1I1	complex; input	-	1
644	ARCN1	DYNC1I2	complex; input	-	1
645	ARCN1	DYNC1LI1	complex; input	-	1
646	ARCN1	DYNC1LI2	complex; input	-	1
647	ARCN1	DYNLL1	complex; input	-	1
648	ARCN1	DYNLL2	complex; input	-	1
649	ARCN1	FOLR1	complex; input	-	1
650	ARCN1	GBF1	complex; input	-	1
651	ARCN1	GOLGA2	complex; input	-	1
652	ARCN1	GOLGB1	complex; input	-	1
653	ARCN1	GORASP1	complex; input	-	1
654	ARCN1	GOSR1	complex; input	-	1
655	ARCN1	GOSR2	complex; input	-	1
656	ARCN1	INS	complex; input	-	1
657	ARCN1	KDELR1	complex; input	-	1
658	ARCN1	KDELR2	complex; input	-	1
659	ARCN1	KDELR3	complex; input	-	1
660	ARCN1	KIF11	complex; input	-	1
661	ARCN1	KIF15	complex; input	-	1
662	ARCN1	KIF18A	complex; input	-	1
663	ARCN1	KIF22	complex; input	-	1
664	ARCN1	KIF23	complex; input	-	1
665	ARCN1	KIF26A	complex; input	-	1
666	ARCN1	KIF2A	complex; input	-	1
667	ARCN1	KIF2B	complex; input	-	1
668	ARCN1	KIF2C	complex; input	-	1
669	ARCN1	KIF3A	complex; input	-	1
670	ARCN1	KIF3B	complex; input	-	1
671	ARCN1	KIF3C	complex; input	-	1
672	ARCN1	KIF4A	complex; input	-	1
673	ARCN1	KIF4B	complex; input	-	1
674	ARCN1	KIF5A	complex; input	-	1
675	ARCN1	KIFAP3	complex; input	-	1
676	ARCN1	KLC1	complex; input	-	1
677	ARCN1	KLC2	complex; input	-	1
678	ARCN1	NBAS	complex; input	-	1
679	ARCN1	RAB1B	complex; input	-	1
680	ARCN1	RAB23	predicted	-	0.56
681	ARCN1	RACGAP1	complex; input	-	1
682	ARCN1	RINT1	complex; input	-	1
683	ARCN1	SEC22B	complex; input	-	1
684	ARCN1	SPTA1	complex; input	-	1
685	ARCN1	SPTAN1	complex; input	-	1
686	ARCN1	SPTB	complex; input	-	1
687	ARCN1	SPTBN1	complex; input	-	1
688	ARCN1	SPTBN2	complex; input	-	1
689	ARCN1	SPTBN4	complex; input	-	1
690	ARCN1	SPTBN5	complex; input	-	1
691	ARCN1	STX18	complex; input	-	1
692	ARCN1	STX5	complex; input	-	1
693	ARCN1	SURF4	complex; input	-	1
694	ARCN1	TMED10	complex; input	-	1
695	ARCN1	TMED2	complex; input	-	1
696	ARCN1	TMED3	complex; input	-	1
697	ARCN1	TMED7	complex; input	-	1
698	ARCN1	TMED9	complex; input	-	1
699	ARCN1	TMEM115	complex; input	-	1
700	ARCN1	USE1	complex; input	-	1
701	ARCN1	USO1	complex; input	-	1
702	ARCN1	YKT6	complex; input	-	1
703	ARCN1	ZW10	complex; input	-	1
704	AREG	ARPC2	complex; input	-	1
705	AREG	CDC42	complex; input	-	1
706	AREG	SH3KBP1	complex; input	-	1
707	AREG	STX5	input	-	1
708	ARF1	GGA3	complex; input; reaction	-	1
709	ARF1	HTT	catalyze	->	1
710	ARF1	WASF2	PPrel: activation	->	1
711	ARF3	HTT	catalyze	->	1
712	ARF4	HTT	catalyze	->	1
713	ARF4	RAB1B	complex; input	-	1
714	ARF5	HTT	catalyze	->	1
715	ARF6	CRK	complex; input	-	1
716	ARF6	GGA3	complex; input	-	1
717	ARF6	GNAQ	activated by	<-	1
718	ARF6	HTT	catalyze	->	1
719	ARF6	RALA	reaction	-	1
720	ARFGAP1	GGA3	activate; complex; input	->	1
721	ARFGAP1	RAB1B	complex; input	-	1
722	ARFGAP2	RAB1B	complex; input	-	1
723	ARFGAP3	RAB1B	complex; input	-	1
724	ARFIP2	HTT	catalyze	->	1
725	ARFIP2	SDCBP	predicted	-	0.64
726	ARFRP1	COG4	complex; input	-	1
727	ARG1	CEBPB	predicted	-	0.54
728	ARHGAP1	CDC42	activate; catalyze	->	1
729	ARHGAP10	CDC42	catalyze	->	1
730	ARHGAP10	PKN1	predicted	-	0.64
731	ARHGAP11A	CDC42	catalyze	->	1
732	ARHGAP11B	CDC42	catalyze	->	1
733	ARHGAP12	CDC42	catalyze	->	1
734	ARHGAP15	CDC42	catalyze	->	1
735	ARHGAP17	CDC42	PPrel: inhibition; activate; catalyze	-	1
736	ARHGAP18	CDC42	catalyze	->	1
737	ARHGAP19	CDC42	catalyze	->	1
738	ARHGAP20	CDC42	catalyze	->	1
739	ARHGAP21	CDC42	catalyze	->	1
740	ARHGAP22	CDC42	catalyze	->	1
741	ARHGAP23	CDC42	catalyze	->	1
742	ARHGAP24	CDC42	catalyze	->	1
743	ARHGAP25	CDC42	catalyze	->	1
744	ARHGAP26	CDC42	catalyze	->	1
745	ARHGAP28	CDC42	catalyze	->	1
746	ARHGAP29	CDC42	catalyze	->	1
747	ARHGAP30	CDC42	catalyze	->	1
748	ARHGAP31	CDC42	catalyze	->	1
749	ARHGAP32	CDC42	catalyze	->	1
750	ARHGAP33	CDC42	catalyze	->	1
751	ARHGAP35	CDC42	catalyze	->	1
752	ARHGAP36	CDC42	catalyze	->	1
753	ARHGAP39	CDC42	catalyze	->	1
754	ARHGAP4	CDC42	catalyze	->	1
755	ARHGAP40	CDC42	catalyze	->	1
756	ARHGAP44	CDC42	catalyze	->	1
757	ARHGAP45	CDC42	catalyze	->	1
758	ARHGAP5	CDC42	catalyze	->	1
759	ARHGAP5	PKN1	activate	->	1
760	ARHGAP6	CDC42	catalyze	->	1
761	ARHGAP8	CDC42	catalyze	->	1
762	ARHGAP9	CDC42	catalyze	->	1
763	ARHGDIA	CDC42	complex; inhibit; input	-|	1
764	ARHGDIB	CDC42	complex; input	-	1
765	ARHGDIG	CDC42	complex; input	-	1
766	ARHGEF1	CDC42	PPrel: activation; catalyze	->	1
767	ARHGEF1	GNAQ	activated by; catalyze; catalyzed by	<->	1
768	ARHGEF11	CDC42	catalyze	->	1
769	ARHGEF11	CRK	predicted	-	0.98
770	ARHGEF12	CDC42	catalyze	->	1
771	ARHGEF16	CDC42	catalyze	->	1
772	ARHGEF17	CDC42	catalyze	->	1
773	ARHGEF18	CDC42	catalyze	->	1
774	ARHGEF19	CDC42	catalyze	->	1
775	ARHGEF2	CDC42	catalyze	->	1
776	ARHGEF2	TBK1	predicted	-	0.64
777	ARHGEF25	CDC42	activate	->	1
778	ARHGEF25	GNAQ	complex; input	-	1
779	ARHGEF26	CDC42	catalyze	->	1
780	ARHGEF3	CDC42	catalyze	->	1
781	ARHGEF4	CDC42	catalyze	->	1
782	ARHGEF5	CDC42	catalyze	->	1
783	ARHGEF6	CDC42	activate; activated by; catalyze; complex; input	<->	1
784	ARHGEF7	CDC42	PPrel: activation; activate; catalyze; complex; input	->	1
785	ARHGEF7	SH3KBP1	complex; input	-	1
786	ARHGEF9	CDC42	activate; catalyze	->	1
787	ARID1A	SNW1	reaction	-	1
788	ARID1B	DPF1	complex	-	1
789	ARID1B	DPF3	complex	-	1
790	ARID1B	E2F1	predicted	-	0.54
791	ARID1B	KAT5	predicted	-	0.54
792	ARID1B	KDM3A	PPrel: binding/association	-	1
793	ARID1B	KDM3B	PPrel: binding/association	-	1
794	ARID1B	PHF10	complex	-	1
795	ARID1B	PPARG	PPrel: binding/association	-	1
796	ARID1B	SMARCA2	PPrel: binding/association	-	1
797	ARID1B	SMARCA4	PPrel: binding/association	-	1
798	ARID1B	SMARCB1	PPrel: binding/association	-	1
799	ARID1B	SMARCC1	PPrel: binding/association	-	1
800	ARID1B	SMARCC2	PPrel: binding/association	-	1
801	ARID1B	SMARCD1	complex	-	1
802	ARID1B	SMARCD2	complex	-	1
803	ARID1B	SMARCD3	complex	-	1
804	ARID1B	SMARCE1	complex	-	1
805	ARID1B	STAT1	predicted	-	0.54
806	ARID1B	STAT2	predicted	-	0.54
807	ARID1B	STAT3	predicted	-	0.54
808	ARID1B	STAT5A	predicted	-	0.54
809	ARID1B	STAT5B	predicted	-	0.54
810	ARID1B	STAT6	predicted	-	0.54
811	ARID2	BRD7	complex	-	1
812	ARID4A	TBK1	predicted	-	0.65
813	ARID4B	SP3	predicted	-	0.65
814	ARIH1	EIF4A1	input	-	1
815	ARL1	ATP6V0D1	predicted	-	0.66
816	ARL1	COG4	complex; input	-	1
817	ARL1	HTT	catalyze	->	1
818	ARL4A	CEBPB	expression regulated by	<-	1
819	ARL4A	HTT	catalyze	->	1
820	ARL4C	HTT	catalyze	->	1
821	ARL4D	HTT	catalyze	->	1
822	ARL6IP1	GOLPH3	predicted	-	0.64
823	ARL6IP1	TMEM33	predicted	-	0.64
824	ARL8A	GNAI2	predicted	-	0.64
825	ARL8B	SRP9	predicted	-	0.59
826	ARMC8	GID4	predicted	-	0.99
827	ARMC8	MAEA	predicted	-	0.99
828	ARMC8	RMND5A	predicted	-	0.99
829	ARMC8	RMND5B	predicted	-	0.99
830	ARMC8	UBE2H	predicted	-	0.64
831	ARMC8	WDR26	predicted	-	0.73
832	ARNT	CEBPB	expression regulated by	<-	1
833	ARNT	PDK1	GErel: expression	->	1
834	ARNTL	KMT2A	predicted	-	0.54
835	ARNTL	RCOR1	predicted	-	0.64
836	ARPC1A	ARPC2	complex; predicted	-	1
837	ARPC1A	CDC42	PPrel: activated, indirect effect; complex; input	<-	1
838	ARPC1A	HTT	catalyzed by	<-	1
839	ARPC1A	IGF2R	complex; input	-	1
840	ARPC1A	SH3KBP1	complex; input	-	1
841	ARPC1A	VAMP8	complex; input	-	1
842	ARPC1A	WASF2	PPrel: activated by; complex; input; reaction	<-	1
843	ARPC1B	ARPC2	complex; predicted	-	1
844	ARPC1B	CDC42	PPrel: activated, indirect effect; complex; input	<-	1
845	ARPC1B	HTT	catalyzed by	<-	1
846	ARPC1B	TCIRG1	predicted	-	0.59
847	ARPC1B	WASF2	PPrel: activated by; activated by; complex; input	<-	1
848	ARPC2	ARPC3	complex; predicted	-	1
849	ARPC2	ARPC4	complex; predicted	-	1
850	ARPC2	ARPC4-TTLL3	predicted	-	0.98
851	ARPC2	ARPC5	complex	-	1
852	ARPC2	ARPC5L	predicted	-	0.64
853	ARPC2	ARRB1	complex; input	-	1
854	ARPC2	ARRB2	complex; input	-	1
855	ARPC2	AVP	complex; input	-	1
856	ARPC2	AVPR2	complex; input	-	1
857	ARPC2	BAIAP2	complex; input	-	1
858	ARPC2	BIN1	complex; input	-	1
859	ARPC2	BRK1	PPrel: activated by; activated by; complex; input	<-	1
860	ARPC2	BTC	complex; input	-	1
861	ARPC2	CAP1	predicted	-	0.73
862	ARPC2	CAPZB	predicted	-	0.66
863	ARPC2	CBL	complex; input	-	1
864	ARPC2	CD247	input	-	1
865	ARPC2	CD3D	complex; input	-	1
866	ARPC2	CD3G	complex; input	-	1
867	ARPC2	CD4	complex; input	-	1
868	ARPC2	CDC42	PPrel: activated, indirect effect; complex; input	<-	1
869	ARPC2	CFTR	complex; input	-	1
870	ARPC2	CHRM2	complex; input	-	1
871	ARPC2	CLTA	complex; input	-	1
872	ARPC2	CLTB	complex; input	-	1
873	ARPC2	CLTC	complex; input	-	1
874	ARPC2	CLTCL1	complex; input	-	1
875	ARPC2	CORO1B	predicted	-	0.77
876	ARPC2	CTTN	PPrel: activated by; complex; input	<-	1
877	ARPC2	CYFIP1	PPrel: activated by; complex; input	<-	1
878	ARPC2	CYFIP2	PPrel: activated by; activated by; complex; input	<-	1
879	ARPC2	DAB2	complex; input	-	1
880	ARPC2	DNAJC6	complex; input	-	1
881	ARPC2	DNM2	complex; input	-	1
882	ARPC2	DVL2	complex; input	-	1
883	ARPC2	EGF	complex; input	-	1
884	ARPC2	EGFR	complex; input	-	1
885	ARPC2	EPGN	complex; input	-	1
886	ARPC2	EPN1	complex; input	-	1
887	ARPC2	EPN2	complex; input	-	1
888	ARPC2	EPS15	complex; input	-	1
889	ARPC2	EPS15L1	complex; input	-	1
890	ARPC2	EREG	complex; input	-	1
891	ARPC2	FCGR1A	input	-	1
892	ARPC2	FCGR2A	input	-	1
893	ARPC2	FCGR3A	input	-	1
894	ARPC2	FNBP1	complex; input	-	1
895	ARPC2	FNBP1L	complex; input	-	1
896	ARPC2	FZD4	complex; input	-	1
897	ARPC2	GAB1	activated by	<-	1
898	ARPC2	GAK	complex; input	-	1
899	ARPC2	GAPVD1	complex; input	-	1
900	ARPC2	GRB2	complex; input	-	1
901	ARPC2	HBEGF	complex; input	-	1
902	ARPC2	HCLS1	PPrel: activated by	<-	1
903	ARPC2	HEL-S-275	complex; input	-	1
904	ARPC2	HEL-S-307	predicted	-	0.66
905	ARPC2	HGS	complex; input	-	1
906	ARPC2	HIP1	complex; input	-	1
907	ARPC2	HIP1R	complex; input	-	1
908	ARPC2	HSPA8	complex; input	-	1
909	ARPC2	IGF2R	complex; input	-	1
910	ARPC2	IGHG1	input	-	1
911	ARPC2	IGHG2	input	-	1
912	ARPC2	IGHG3	input	-	1
913	ARPC2	IGHG4	input	-	1
914	ARPC2	IGHV	input	-	1
915	ARPC2	IGHV1-2	input	-	1
916	ARPC2	IGHV1-46	input	-	1
917	ARPC2	IGHV1-69	input	-	1
918	ARPC2	IGHV2-5	input	-	1
919	ARPC2	IGHV2-70	input	-	1
920	ARPC2	IGHV3-11	input	-	1
921	ARPC2	IGHV3-13	input	-	1
922	ARPC2	IGHV3-23	input	-	1
923	ARPC2	IGHV3-30	input	-	1
924	ARPC2	IGHV3-33	input	-	1
925	ARPC2	IGHV3-48	input	-	1
926	ARPC2	IGHV3-53	input	-	1
927	ARPC2	IGHV3-7	input	-	1
928	ARPC2	IGHV3-9	input	-	1
929	ARPC2	IGHV4-34	input	-	1
930	ARPC2	IGHV4-39	input	-	1
931	ARPC2	IGHV4-59	input	-	1
932	ARPC2	IGHV7-81	input	-	1
933	ARPC2	IGKC	input	-	1
934	ARPC2	IGKV1-12	input	-	1
935	ARPC2	IGKV1-16	input	-	1
936	ARPC2	IGKV1-17	input	-	1
937	ARPC2	IGKV1-33	input	-	1
938	ARPC2	IGKV1-39	input	-	1
939	ARPC2	IGKV1-5	input	-	1
940	ARPC2	IGKV1D-12	input	-	1
941	ARPC2	IGKV1D-16	input	-	1
942	ARPC2	IGKV2-29	input	-	1
943	ARPC2	IGKV2-30	input	-	1
944	ARPC2	IGKV2D-28	input	-	1
945	ARPC2	IGKV2D-30	input	-	1
946	ARPC2	IGKV2D-40	input	-	1
947	ARPC2	IGKV3-11	input	-	1
948	ARPC2	IGKV3-15	input	-	1
949	ARPC2	IGKV3-20	input	-	1
950	ARPC2	IGKV3D-20	input	-	1
951	ARPC2	IGKV4-1	input	-	1
952	ARPC2	IGKV5-2	input	-	1
953	ARPC2	IGLC1	input	-	1
954	ARPC2	IGLC2	input	-	1
955	ARPC2	IGLC3	input	-	1
956	ARPC2	IGLC6	input	-	1
957	ARPC2	IGLC7	input	-	1
958	ARPC2	IGLV	input	-	1
959	ARPC2	IGLV1-40	input	-	1
960	ARPC2	IGLV1-44	input	-	1
961	ARPC2	IGLV1-47	input	-	1
962	ARPC2	IGLV1-51	input	-	1
963	ARPC2	IGLV2-11	input	-	1
964	ARPC2	IGLV2-14	input	-	1
965	ARPC2	IGLV2-23	input	-	1
966	ARPC2	IGLV2-8	input	-	1
967	ARPC2	IGLV3-1	input	-	1
968	ARPC2	IGLV3-19	input	-	1
969	ARPC2	IGLV3-21	input	-	1
970	ARPC2	IGLV3-25	input	-	1
971	ARPC2	IGLV3-27	input	-	1
972	ARPC2	IGLV6-57	input	-	1
973	ARPC2	IGLV7-43	input	-	1
974	ARPC2	IL7R	complex; input	-	1
975	ARPC2	ITSN1	complex; input	-	1
976	ARPC2	KIAA0319	complex; input	-	1
977	ARPC2	LDLR	complex; input	-	1
978	ARPC2	LDLRAP1	complex; input	-	1
979	ARPC2	LRP2	complex; input	-	1
980	ARPC2	M6PR	complex; input	-	1
981	ARPC2	MYH2	complex; input	-	1
982	ARPC2	MYO10	catalyzed by; complex; input	<-	1
983	ARPC2	MYO1C	complex; input	-	1
984	ARPC2	NCK1	activated by; complex; input	<-	1
985	ARPC2	NCK2	activated by	<-	1
986	ARPC2	NCKAP1	PPrel: activated by; activated by; complex; input	<-	1
987	ARPC2	NCKAP1L	PPrel: activated by; complex; input	<-	1
988	ARPC2	NCKIPSD	complex; input	-	1
989	ARPC2	NECAP1	complex; input	-	1
990	ARPC2	OCRL	complex; input	-	1
991	ARPC2	PACSIN2	complex; input	-	1
992	ARPC2	PDGFB	activated by	<-	1
993	ARPC2	PDGFRB	activated by	<-	1
994	ARPC2	PICALM	complex; input	-	1
995	ARPC2	RAB5A	complex; input	-	1
996	ARPC2	RAC1	complex; input	-	1
997	ARPC2	REPS1	complex; input	-	1
998	ARPC2	REPS2	complex; input	-	1
999	ARPC2	RHOA	PPrel: activated, indirect effect	<-	1
1000	ARPC2	RPS27A	complex; input	-	1
1001	ARPC2	SCARB2	complex; input	-	1
1002	ARPC2	SGIP1	complex; input	-	1
1003	ARPC2	SH3GL2	complex; input	-	1
1004	ARPC2	SH3KBP1	complex; input	-	1
1005	ARPC2	SLC18A3	complex; input	-	1
1006	ARPC2	SLC2A8	complex; input	-	1
1007	ARPC2	SNX9	complex; input	-	1
1008	ARPC2	STAM	complex; input	-	1
1009	ARPC2	STAM2	complex; input	-	1
1010	ARPC2	STON2	complex; input	-	1
1011	ARPC2	SYNJ1	complex; input	-	1
1012	ARPC2	SYNJ2	complex; input	-	1
1013	ARPC2	SYT1	complex; input	-	1
1014	ARPC2	SYT2	complex; input	-	1
1015	ARPC2	SYT9	complex; input	-	1
1016	ARPC2	TF	complex; input	-	1
1017	ARPC2	TFRC	complex; input	-	1
1018	ARPC2	TGFA	complex; input	-	1
1019	ARPC2	TGOLN2	complex; input	-	1
1020	ARPC2	TRIP10	complex; input	-	1
1021	ARPC2	UBA52	complex; input	-	1
1022	ARPC2	UBB	complex; input	-	1
1023	ARPC2	UBC	complex; input	-	1
1024	ARPC2	V1-11	input	-	1
1025	ARPC2	V1-13	input	-	1
1026	ARPC2	V1-16	input	-	1
1027	ARPC2	V1-20	input	-	1
1028	ARPC2	V1-3	input	-	1
1029	ARPC2	V1-5	input	-	1
1030	ARPC2	V1-7	input	-	1
1031	ARPC2	V1-9	input	-	1
1032	ARPC2	V2-11	input	-	1
1033	ARPC2	V2-15	input	-	1
1034	ARPC2	V2-17	input	-	1
1035	ARPC2	V2-19	input	-	1
1036	ARPC2	V2-8	input	-	1
1037	ARPC2	V3-2	input	-	1
1038	ARPC2	V3-3	input	-	1
1039	ARPC2	V3-4	input	-	1
1040	ARPC2	V4-1	input	-	1
1041	ARPC2	V4-2	input	-	1
1042	ARPC2	V4-6	input	-	1
1043	ARPC2	V5-1	input	-	1
1044	ARPC2	V5-4	input	-	1
1045	ARPC2	V5-6	input	-	1
1046	ARPC2	VAMP2	complex; input	-	1
1047	ARPC2	VAMP3	complex; input	-	1
1048	ARPC2	VAMP4	complex; input	-	1
1049	ARPC2	VAMP7	complex; input	-	1
1050	ARPC2	VAMP8	complex; input	-	1
1051	ARPC2	VCL	complex; input	-	1
1052	ARPC2	WAS	PPrel: activated by; complex; input	<-	1
1053	ARPC2	WASF1	PPrel: activated by; activated by	<-	1
1054	ARPC2	WASF2	PPrel: activated by; activated by; complex; input	<-	1
1055	ARPC2	WASF3	PPrel: activated by	<-	1
1056	ARPC2	WASL	PPrel: activated by; activated by; complex; input	<-	1
1057	ARPC2	WIPF1	complex; input	-	1
1058	ARPC2	WIPF2	complex; input	-	1
1059	ARPC2	WIPF3	complex; input	-	1
1060	ARPC2	WNT5A	complex; input	-	1
1061	ARPC3	CDC42	PPrel: activated, indirect effect; complex; input	<-	1
1062	ARPC3	IGF2R	complex; input	-	1
1063	ARPC3	SH3KBP1	complex; input	-	1
1064	ARPC3	VAMP8	complex; input	-	1
1065	ARPC3	WASF2	PPrel: activated by; activated by; complex; input	<-	1
1066	ARPC4	CDC42	PPrel: activated, indirect effect; complex; input	<-	1
1067	ARPC4	IGF2R	complex; input	-	1
1068	ARPC4	SH3KBP1	complex; input	-	1
1069	ARPC4	VAMP8	complex; input	-	1
1070	ARPC4	WASF2	PPrel: activated by; activated by; complex; input	<-	1
1071	ARPC5	CDC42	PPrel: activated, indirect effect; complex; input	<-	1
1072	ARPC5	HTT	catalyzed by	<-	1
1073	ARPC5	IGF2R	complex; input	-	1
1074	ARPC5	SH3KBP1	complex; input	-	1
1075	ARPC5	VAMP8	complex; input	-	1
1076	ARPC5	WASF2	PPrel: activated by; activated by; complex; input	<-	1
1077	ARPC5L	CDC42	PPrel: activated, indirect effect	<-	1
1078	ARPC5L	HTT	catalyzed by	<-	1
1079	ARPC5L	WASF2	PPrel: activated by	<-	1
1080	ARR3	GNAQ	inhibited by	|-	1
1081	ARRB1	GNAQ	predicted	-	0.64
1082	ARRB1	HCK	complex; input	-	1
1083	ARRB1	RTF1	predicted	-	0.64
1084	ARRB1	RTN3	predicted	-	0.54
1085	ARRB1	S100A9	predicted	-	0.64
1086	ARRB2	GNAQ	inhibited by	|-	1
1087	ARRB2	HCK	complex; input	-	1
1088	ARRDC3	DCUN1D1	predicted	-	0.64
1089	ARSB	EP300	expression regulated by	<-	1
1090	ARSB	SUMF1	catalyzed by	<-	1
1091	ARSB	SUMF2	inhibited by	|-	1
1092	ARSB	TFAP2A	expression regulated by	<-	1
1093	ASAP1	GGA3	activate; inhibited by	|->	1
1094	ASB1	CCDC22	complex; input	-	1
1095	ASB1	DCUN1D1	complex; input	-	1
1096	ASB10	CCDC22	complex; input	-	1
1097	ASB10	DCUN1D1	complex; input	-	1
1098	ASB11	CCDC22	complex; input	-	1
1099	ASB11	DCUN1D1	complex; input	-	1
1100	ASB12	CCDC22	complex; input	-	1
1101	ASB12	DCUN1D1	complex; input	-	1
1102	ASB13	CCDC22	complex; input	-	1
1103	ASB13	DCUN1D1	complex; input	-	1
1104	ASB14	CCDC22	complex; input	-	1
1105	ASB14	DCUN1D1	complex; input	-	1
1106	ASB15	CCDC22	complex; input	-	1
1107	ASB15	DCUN1D1	complex; input	-	1
1108	ASB16	CCDC22	complex; input	-	1
1109	ASB16	DCUN1D1	complex; input	-	1
1110	ASB17	CCDC22	complex; input	-	1
1111	ASB17	DCUN1D1	complex; input	-	1
1112	ASB18	CCDC22	complex; input	-	1
1113	ASB18	DCUN1D1	complex; input	-	1
1114	ASB2	CCDC22	complex; input	-	1
1115	ASB2	DCUN1D1	complex; input	-	1
1116	ASB3	CCDC22	complex; input	-	1
1117	ASB3	DCUN1D1	complex; input	-	1
1118	ASB4	CCDC22	complex; input	-	1
1119	ASB4	DCUN1D1	complex; input	-	1
1120	ASB5	CCDC22	complex; input	-	1
1121	ASB5	DCUN1D1	complex; input	-	1
1122	ASB6	CCDC22	complex; input	-	1
1123	ASB6	DCUN1D1	complex; input	-	1
1124	ASB7	CCDC22	complex; input	-	1
1125	ASB7	DCUN1D1	complex; input	-	1
1126	ASB8	CCDC22	complex; input	-	1
1127	ASB8	DCUN1D1	complex; input	-	1
1128	ASB9	CCDC22	complex; input	-	1
1129	ASB9	DCUN1D1	complex; input	-	1
1130	ASCL1	USF2	expression regulated by	<-	1
1131	ASH2L	BCL9	complex; input	-	1
1132	ASH2L	BCL9L	complex; input	-	1
1133	ASH2L	BTRC	input	-	1
1134	ASH2L	CBFB	complex; inhibited by; input	|-	1
1135	ASH2L	CCNC	predicted	-	0.64
1136	ASH2L	CDC73	predicted	-	0.64
1137	ASH2L	CDKN1B	GErel: expression	->	1
1138	ASH2L	CDKN2A	GErel: expression	->	1
1139	ASH2L	CDKN2B	GErel: expression	->	1
1140	ASH2L	CDKN2C	GErel: expression	->	1
1141	ASH2L	CEBPA	predicted	-	0.54
1142	ASH2L	CEBPB	expression regulated by	<-	1
1143	ASH2L	CHD8	predicted	-	0.64
1144	ASH2L	CNOT6	reaction	-	1
1145	ASH2L	CNOT9	reaction	-	1
