""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"mIDH2_AVG"	"mIDH1_AVG"	"deltaBeta"	"CHR"	"MAPINFO"	"Strand"	"Type"	"gene"	"feature"	"cgi"	"feat.cgi"	"UCSC_Islands_Name"	"SNP_ID"	"SNP_DISTANCE"
"cg06021750"	-0.0229635529151211	0.960068025944962	-5.46478722992792	9.07886541623205e-07	0.00733721920573067	5.08807784810327	0.951919668458952	0.974883221374073	0.0229635529151214	"12"	47022795	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs558129147;rs182964511;rs543885475"	"1;4;42"
"cg02211976"	-0.298864366027139	0.497321708172905	-5.46154156724844	9.19094752610406e-07	0.0073443415914071	5.07608074207297	0.391273062163275	0.690137428190414	0.298864366027139	"2"	11008186	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs561459922;rs528925808;rs547214743;rs565520907"	"1;8;17;24"
"cg21183894"	0.208548723704611	0.844250025969252	5.45714217284919	9.34505229564568e-07	0.00738451224097641	5.05982288059225	0.918251185993469	0.709702462288858	-0.208548723704611	"9"	138587811	"F"	"II"	"SOHLH1"	"Body"	"shelf"	"Body-shelf"	"chr9:138591283-138591504"	"rs543757954;rs143474725;rs519550;rs148683671;rs541144171"	"1;10;43;47;48"
"cg03445765"	-0.0183839623494358	0.965563005037995	-5.45378296864929	9.46443352924314e-07	0.00739666281263163	5.04741200129417	0.959039663559163	0.977423625908599	0.0183839623494357	"1"	1809595	"F"	"II"	"GNB1"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs188832449;rs531639449"	"1;26"
"cg04121028"	-0.0266956319713343	0.936730336184626	-5.44901706162949	9.63639116266313e-07	0.00744919222719411	5.029808376454	0.927257692581894	0.953953324553228	0.0266956319713341	"1"	181622655	"R"	"II"	"CACNA1E"	"Body"	"opensea"	"Body-opensea"	""	"rs538088681;rs190396605"	"38;16"
"cg17795629"	-0.209810770535595	0.201268598578013	-5.4398991350485	9.97400119055141e-07	0.00758380099730409	4.99614446147992	0.126819615484738	0.336630386020333	0.209810770535595	"7"	14943052	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs571678555"	"35"
"cg26333618"	0.207896643365741	0.699350417117451	5.43858014289784	1.00237954083197e-06	0.00758380099730409	4.99127625575093	0.773120193795617	0.565223550429876	-0.207896643365741	"12"	48336655	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs555332495"	"22"
"cg01420740"	-0.01701455714151	0.968369059366847	-5.42500048574505	1.05509161986274e-06	0.00789858245970613	4.94117922167063	0.962331635865021	0.979346193006531	0.01701455714151	"12"	92887317	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs578232607"	"2"
"cg13797914"	-0.0315518671762258	0.915784288151381	-5.41564089731988	1.09300393495646e-06	0.00809716670293758	4.90667558116376	0.904588464314655	0.936140331490881	0.0315518671762262	"15"	42192995	"F"	"II"	"EHD4"	"Body"	"island"	"Body-island"	"chr15:42192913-42193255"	"rs138964472;rs200735207;rs151333065"	"1;27;28"
"cg13599499"	0.0138151924278004	0.0315848654100582	5.40870615626392	1.12195705056253e-06	0.00818951485001386	4.8811242717765	0.0364870304650842	0.0226718380372837	-0.0138151924278004	"14"	105444874	"F"	"I"	"AHNAK2"	"TSS200"	"island"	"TSS200-island"	"chr14:105444319-105445225"	"rs577677128"	"11"
"cg18706028"	0.273463897453736	0.817559108892462	5.40716340002666	1.1285002570377e-06	0.00818951485001386	4.87544146924861	0.914594685408303	0.641130787954567	-0.273463897453736	"11"	6292490	"R"	"II"	"CCKBR"	"Body"	"island"	"Body-island"	"chr11:6292256-6292693"	"rs190601811;rs75576436;rs140742189"	"43;42;5"
"cg06642354"	0.275786790850064	0.291685231524071	5.39772697593944	1.16934884031409e-06	0.00838374471208765	4.840694275408	0.389545060535384	0.11375826968532	-0.275786790850064	"14"	66698904	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs558208494;rs142020625;rs565993042;rs117587390"	"0;1;35;41"
"cg15796508"	0.14520595272431	0.233560837125487	5.39558060013167	1.17884161112617e-06	0.00838374471208765	4.83279374597441	0.285085530027662	0.139879577303352	-0.14520595272431	"9"	139839509	"F"	"II"	"FBXW5"	"TSS1500"	"shore"	"TSS1500-shore"	"chr9:139835416-139839440"	"rs186811209;rs142760684;rs536169883;rs553266035"	"20;28;39;48"
"cg11084718"	0.137923699079601	0.197544315349475	5.38305583714972	1.23576846834776e-06	0.00870158414021682	4.78671359750914	0.246484982764817	0.108561283685216	-0.137923699079601	"12"	93834066	"R"	"II"	"UBE2N"	"Body"	"shore"	"Body-shore"	"chr12:93834935-93836089"	"rs139233803;rs540636979;rs560367822"	"44;10;1"
"cg22368413"	0.0178769678542375	0.0357023678111111	5.37205048964342	1.28801930128101e-06	0.00880961877382089	4.74625454399367	0.0420458080174535	0.024168840163216	-0.0178769678542375	"2"	218751627	"R"	"II"	"TNS1"	"Body"	"opensea"	"Body-opensea"	""	"rs562399864;rs529574852;rs192798625"	"20;10;8"
"cg17889702"	-0.0445887741228329	0.862211205897411	-5.37131389065777	1.29159320023704e-06	0.00880961877382089	4.74354761841425	0.846389382821567	0.8909781569444	0.044588774122833	"5"	167736316	"R"	"II"	"WWC1"	"Body"	"opensea"	"Body-opensea"	""	"rs193030734"	"8"
"cg03044239"	0.009048116866454	0.0209409100963864	5.37075911403448	1.29429136494851e-06	0.00880961877382089	4.74150895765207	0.0241515322102894	0.0151034153438354	-0.00904811686645402	"3"	138067053	"R"	"II"	"MRAS"	"5'UTR"	"island"	"5'UTR-island"	"chr3:138066795-138067854"	""	""
"cg18979916"	0.301574684422243	0.593192050286344	5.36945412238745	1.30066012535584e-06	0.00880961877382089	4.73671374306585	0.700202422178107	0.398627737755864	-0.301574684422243	"6"	28226941	"R"	"II"	"ZKSCAN4"	"5'UTR"	"shore"	"5'UTR-shore"	"chr6:28226979-28227483"	"rs72850300"	"40"
"cg21749312"	-0.13092932300771	0.120508045316764	-5.3618571767504	1.33835322520745e-06	0.00889033194223948	4.70880680116454	0.07404925328177	0.20497857628948	0.13092932300771	"1"	59248412	"F"	"II"	"JUN"	"1stExon"	"island"	"1stExon-island"	"chr1:59247461-59250940"	""	""
"cg06395425"	0.207765215269018	0.751043576435844	5.36043839696272	1.34551096031179e-06	0.00889033194223948	4.70359654333515	0.824766717337754	0.617001502068736	-0.207765215269018	"16"	61871849	"F"	"II"	"CDH8"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg14165978"	0.339401197659338	0.374031417205952	5.35953684155328	1.35007888209378e-06	0.00889033194223948	4.70028596877766	0.494464100246362	0.155062902587024	-0.339401197659338	"1"	40156757	"R"	"II"	"HPCAL4"	"5'UTR"	"shore"	"5'UTR-shore"	"chr1:40156930-40158514"	"rs560381779;rs573206847;rs75779215;rs150729762;rs575763273"	"48;47;42;32;7"
"cg17001051"	-0.266686390658216	0.723888460843131	-5.34379559653957	1.43234186785299e-06	0.00927560584285636	4.64251489214017	0.629257806093442	0.895944196751657	0.266686390658215	"1"	79759594	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs535497263;rs144076287;rs567040055;rs1331717"	"0;1;37;40"
"cg19570943"	0.013002160263086	0.0304584273689087	5.34336295046091	1.43467120751169e-06	0.00927560584285636	4.64092791586082	0.0350720971396812	0.0220699368765952	-0.013002160263086	"12"	10766292	"R"	"I"	"MAGOHB"	"TSS200"	"island"	"TSS200-island"	"chr12:10765955-10766331"	"rs10772335;rs573182795;rs541905769;rs532675474;rs192655509;rs142441029"	"50;46;28;27;22;2"
"cg24726538"	0.27921688388107	0.679963817745601	5.34071256827139	1.44902234968745e-06	0.00928399062849068	4.63120712857606	0.779040776542109	0.499823892661039	-0.27921688388107	"8"	73841517	"R"	"II"	"KCNB2"	"Body"	"opensea"	"Body-opensea"	""	"rs535121878"	"30"
"cg03596180"	0.0351004699673448	0.127105407766268	5.33468235299367	1.482203288125e-06	0.00934172591815374	4.60909657747423	0.139560413238551	0.104459943271206	-0.0351004699673449	"12"	3068362	"R"	"I"	"TEAD4"	"TSS1500"	"island"	"TSS1500-island"	"chr12:3067960-3069444"	"rs544322992"	"51"
"cg07039975"	-0.0173133519585169	0.964353845578167	-5.33430499013374	1.48430440567696e-06	0.00934172591815374	4.60771322587862	0.958210398109016	0.975523750067532	0.0173133519585166	"2"	74592036	"F"	"II"	"DCTN1"	"Body"	"opensea"	"Body-opensea"	""	"rs571031757;rs535333033;rs546581027"	"13;26;35"
"cg00494544"	0.250428468556148	0.678689667272216	5.32396273628704	1.54304464711839e-06	0.00941073755040526	4.56981386160651	0.767551381921172	0.517122913365024	-0.250428468556148	"3"	195268648	"R"	"II"	"PPP1R2"	"Body"	"shore"	"Body-shore"	"chr3:195269553-195270363"	"rs567871045;rs145310050;rs73890864"	"30;6;2"
"cg05457934"	-0.0194568046820988	0.957744362617542	-5.3223102105371	1.55264012505884e-06	0.00941073755040526	4.56376060404323	0.9508403351497	0.970297139831799	0.019456804682099	"5"	65105878	"R"	"II"	"NLN"	"ExonBnd"	"opensea"	"ExonBnd-opensea"	""	"rs181089957"	"1"
"cg22785648"	-0.297559179938477	0.681352944797298	-5.3203709438891	1.56397552875995e-06	0.00941073755040526	4.55665786851343	0.575767429335258	0.873326609273735	0.297559179938477	"8"	1386932	"F"	"II"	""	"IGR"	"shore"	"IGR-shore"	"chr8:1385205-1385432"	"rs551343440;rs189246844;rs59789984;rs143477167;rs573357757;rs148005856"	"0;18;33;35;40;44"
"cg23378951"	-0.0198544883748609	0.949882752173844	-5.31882229345404	1.57308618615785e-06	0.00941073755040526	4.55098646977344	0.942837611137604	0.962692099512464	0.0198544883748607	"4"	142554128	"R"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr4:142557388-142558323"	"rs115018745"	"18"
"cg05649864"	-0.34586714490162	0.527881692634972	-5.31812363996324	1.57721342655837e-06	0.00941073755040526	4.54842808705311	0.405154641218268	0.751021786119888	0.34586714490162	"15"	61601669	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs541148353;rs559384361;rs4238353"	"35;27;26"
"cg23339448"	0.232645904451618	0.284950584872968	5.31422237031386	1.6004566116815e-06	0.00941073755040526	4.53414435146842	0.367502357420317	0.134856452968698	-0.232645904451619	"15"	20179177	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs35028825;rs539734614;rs551407723;rs188593102;rs115208689"	"5;7;15;33;35"
"cg09340276"	0.343847695152709	0.607815394708747	5.31292771061381	1.60824427853988e-06	0.00941073755040526	4.52940504574175	0.729825867182289	0.38597817202958	-0.343847695152709	"14"	79324520	"R"	"II"	"NRXN3"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg04346539"	0.0106263928417838	0.0315390356259631	5.31272034739471	1.60949507611652e-06	0.00941073755040526	4.52864599883715	0.035309691150467	0.0246832983086832	-0.0106263928417838	"12"	56211543	"F"	"I"	"ORMDL2"	"TSS1500"	"island"	"TSS1500-island"	"chr12:56211325-56211553"	"rs144691338;rs573568257"	"14;37"
"cg23052830"	0.1170476051448	0.173170562060685	5.31191500578734	1.61436191869829e-06	0.00941073755040526	4.52569817148901	0.214703583241098	0.0976559780962973	-0.1170476051448	"14"	61119919	"F"	"I"	""	"IGR"	"shelf"	"IGR-shelf"	"chr14:61123613-61124613"	"rs370504171"	"17"
"cg08025802"	-0.0163200789873366	0.951520119173078	-5.30875690428521	1.63358717047788e-06	0.00944538773850658	4.51413999536523	0.945729123403378	0.962049202390714	0.0163200789873363	"13"	111893348	"F"	"II"	"ARHGEF7"	"Body"	"opensea"	"Body-opensea"	""	"rs180910766;rs149921526;rs113913526;rs368012318"	"0;1;21;22"
"cg14541462"	-0.0461970425795615	0.856204075018272	-5.30494064570925	1.65711996239655e-06	0.00949542995057917	4.50017638952454	0.839811576038428	0.886008618617988	0.0461970425795606	"4"	2045692	"R"	"II"	"C4orf48"	"3'UTR"	"shore"	"3'UTR-shore"	"chr4:2042115-2044581"	"rs371934962;rs550064723;rs570244487;rs535743557"	"51;46;26;7"
"cg12322015"	0.0517160424222373	0.162531406816922	5.30304307986268	1.66894513217011e-06	0.00949542995057917	4.49323459523871	0.180882260579652	0.129166218157414	-0.0517160424222373	"6"	4136207	"R"	"I"	"ECI2"	"TSS1500"	"island"	"TSS1500-island"	"chr6:4135175-4136460"	""	""
"cg04474988"	0.0678856084861557	0.485414287212575	5.29257620457992	1.7356804250848e-06	0.00979674510407881	4.45496026671382	0.509502728933468	0.441617120447313	-0.0678856084861555	"10"	131770171	"F"	"I"	""	"IGR"	"island"	"IGR-island"	"chr10:131761169-131771696"	""	""
"cg03697712"	-0.0485390164485081	0.83372976972981	-5.28791483101176	1.76623957766156e-06	0.00980282734742159	4.43792385853593	0.816506247764211	0.865045264212719	0.0485390164485087	"10"	120430137	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs557195783;rs184814418"	"2;1"
"cg12830377"	-0.289429621172656	0.537631055649417	-5.28477703606013	1.78710800770425e-06	0.00980282734742159	4.42645892569074	0.434930222330088	0.724359843502744	0.289429621172656	"15"	23814869	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs189649523"	"1"
"cg17782547"	-0.0234522240789697	0.934816045501063	-5.2842639067545	1.79054367034459e-06	0.00980282734742159	4.42458428160586	0.926494288569816	0.949946512648786	0.0234522240789695	"10"	69896013	"R"	"II"	"MYPN"	"ExonBnd"	"opensea"	"ExonBnd-opensea"	""	"rs146765800"	"2"
"cg24643187"	-0.0328868537502952	0.903479903693307	-5.28406261654993	1.7918931855492e-06	0.00980282734742159	4.42384891502799	0.891810374943202	0.924697228693497	0.032886853750295	"11"	66243211	"R"	"II"	"PELI3"	"Body"	"island"	"Body-island"	"chr11:66243076-66243391"	"rs141532058"	"1"
"cg20588069"	0.247232588125001	0.25327946594567	5.27888192325976	1.82697276165284e-06	0.00988786085944507	4.40492600337382	0.341007158506154	0.093774570381153	-0.247232588125001	"4"	4860439	"F"	"II"	"MSX1"	"TSS1500"	"shore"	"TSS1500-shore"	"chr4:4861227-4862241"	"rs565135714;rs530703206"	"10;42"
"cg17739526"	-0.0375964881772833	0.808377805856315	-5.27767473656566	1.83524347876678e-06	0.00988786085944507	4.40051763332154	0.795037116503085	0.832633604680369	0.0375964881772833	"14"	91015106	"F"	"II"	"TTC7B"	"Body"	"opensea"	"Body-opensea"	""	"rs188153705"	"0"
"cg10035294"	-0.213744995977758	0.184091328495693	-5.270369706866	1.88608383902268e-06	0.0100853724440251	4.37384925169873	0.10824632992294	0.321991325900698	0.213744995977758	"2"	223164925	"R"	"I"	"PAX3"	"TSS1500"	"shore"	"TSS1500-shore"	"chr2:223162946-223163912"	"rs45506598;rs571980635"	"36;14"
"cg03461885"	0.158303425824365	0.18129160394115	5.26722736737307	1.90837737866473e-06	0.0100903264053442	4.36238174141676	0.237463787298182	0.0791603614738175	-0.158303425824365	"12"	58008136	"F"	"II"	"ARHGEF25"	"Body"	"shelf"	"Body-shelf"	"chr12:58003880-58004249"	"rs547082119"	"1"
"cg19230680"	0.184473237452256	0.781648005215859	5.2650288979023	1.9241285349586e-06	0.0100903264053442	4.35436024935275	0.847106250763434	0.662633013311179	-0.184473237452255	"18"	33918019	"F"	"II"	"FHOD3"	"Body"	"opensea"	"Body-opensea"	""	"rs141432313;rs533936479;rs554003844"	"13;14;40"
"cg05278544"	-0.0277132239027973	0.862321916535815	-5.26427290443026	1.92957443017894e-06	0.0100903264053442	4.35160216386315	0.852488191925145	0.880201415827942	0.0277132239027972	"19"	3621295	"R"	"II"	"CACTIN"	"Body"	"shelf"	"Body-shelf"	"chr19:3623818-3624141"	"rs561724101;rs527621076"	"44;7"
"cg14182563"	0.0148571300145178	0.0393170953853146	5.25960752641767	1.9635192520713e-06	0.0101928864181338	4.33458474314826	0.0445889802291757	0.0297318502146579	-0.0148571300145178	"22"	51039000	"F"	"I"	"MAPK8IP2"	"TSS200"	"island"	"TSS200-island"	"chr22:51038494-51039752"	"rs566005142"	"49"
"cg11295801"	0.012752933037107	0.0240510417619733	5.2574475223846	1.97943356161543e-06	0.010201039547228	4.32670781163571	0.0285762760654628	0.0158233430283558	-0.012752933037107	"6"	150039190	"F"	"I"	"LATS1"	"5'UTR"	"island"	"5'UTR-island"	"chr6:150038664-150039440"	"rs562690841;rs542474056;rs531551359"	"14;28;45"
"cg07138101"	0.0112373488934725	0.0197360725747345	5.25086607350823	2.02871040375333e-06	0.0102268202473709	4.30271451357587	0.0237235189562892	0.0124861700628168	-0.0112373488934725	"22"	40742427	"R"	"I"	"ADSL"	"TSS200"	"island"	"TSS200-island"	"chr22:40742403-40742944"	"rs181976442;rs909669;rs550730836;rs186550906"	"23;12;5;1"
"cg03832321"	0.244371762211462	0.690010894742244	5.24224781504819	2.09506605942889e-06	0.0102268202473709	4.27131275523086	0.776723455526956	0.532351693315495	-0.244371762211462	"18"	28955953	"R"	"II"	"DSG4"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs529177345;rs150843925"	"46;2"
"cg13028468"	-0.264763942711525	0.604304782311984	-5.24217891180165	2.09560508563601e-06	0.0102268202473709	4.2710617747384	0.51035628651112	0.775120229222645	0.264763942711525	"3"	184894836	"R"	"II"	"EHHADH-AS1"	"Body"	"opensea"	"Body-opensea"	""	"rs36068104;rs540769202"	"31;1"
"cg05533292"	-0.0314205511512939	0.900357304160001	-5.24132090650821	2.10232865025846e-06	0.0102268202473709	4.26793658848595	0.889208076332123	0.920628627483416	0.0314205511512933	"2"	231728721	"R"	"II"	"ITM2C"	"TSS1500"	"shore"	"TSS1500-shore"	"chr2:231729631-231730821"	"rs559872341"	"15"
"cg27479455"	-0.0244424511723295	0.933047566056337	-5.24100028915028	2.10484653854276e-06	0.0102268202473709	4.26676882544825	0.924374438220994	0.948816889393324	0.0244424511723291	"19"	7529920	"R"	"II"	"ARHGEF18"	"Body"	"shore"	"Body-shore"	"chr19:7531810-7532669"	""	""
"cg20972814"	-0.28378732146972	0.458428481781067	-5.23853917188783	2.1242733468659e-06	0.0102268202473709	4.25780575295789	0.35772975480794	0.64151707627766	0.28378732146972	"2"	131769182	"R"	"II"	"ARHGEF4"	"Body"	"opensea"	"Body-opensea"	""	"rs540856282;rs553139154"	"38;2"
"cg00622503"	-0.0141079126881037	0.955132783116788	-5.23803411561228	2.12828176174654e-06	0.0102268202473709	4.25596659770288	0.9501267495823	0.964234662270403	0.0141079126881037	"1"	38680351	"F"	"II"	"LINC01343"	"Body"	"opensea"	"Body-opensea"	""	"rs557628581;rs7517575"	"17;21"
"cg16200034"	-0.0300630455562205	0.849693995211168	-5.23800047492777	2.1285490175656e-06	0.0102268202473709	4.25584409798497	0.839026462917025	0.869089508473245	0.0300630455562202	"20"	48502722	"R"	"II"	"SLC9A8"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg01921126"	-0.178485378141028	0.532783024315365	-5.23751287995157	2.13242638722317e-06	0.0102268202473709	4.2540685950281	0.469449503039516	0.647934881180545	0.178485378141028	"11"	2171026	"R"	"II"	"IGF2"	"TSS200"	"opensea"	"TSS200-opensea"	""	"rs575132416;rs183782302;rs112979824"	"37;21;1"
"cg15942185"	-0.0212081035512555	0.950101399904284	-5.23467482814413	2.15513295718706e-06	0.0102268202473709	4.24373548953229	0.942575943805451	0.963784047356707	0.0212081035512555	"7"	129912487	"F"	"II"	"CPA2"	"Body"	"opensea"	"Body-opensea"	""	"rs571085826"	"8"
"cg10627513"	0.148973086962314	0.868578667596788	5.23451553233156	2.15641447016499e-06	0.0102268202473709	4.24315556920466	0.921440085551158	0.772466998588844	-0.148973086962314	"16"	70644468	"F"	"II"	"IL34"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	""	""
"cg07770176"	-0.0362463250148984	0.905902537445466	-5.2331435814192	2.16748270098407e-06	0.0102268202473709	4.23816122198899	0.893040938246632	0.92928726326153	0.0362463250148982	"5"	71738779	"F"	"II"	"ZNF366"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs577576973;rs375906905"	"0;9"
"cg11440679"	-0.0362136442985747	0.91936443749434	-5.23266266127527	2.17137574239192e-06	0.0102268202473709	4.23641063256735	0.906514434678717	0.942728078977291	0.0362136442985747	"15"	59464189	"R"	"II"	"MYO1E"	"Body"	"opensea"	"Body-opensea"	""	"rs201495758"	"2"
"cg02411443"	-0.167379648245964	0.659631711126761	-5.2270018909825	2.21771975720281e-06	0.0103027081723877	4.21580949697287	0.600238932716903	0.767618580962867	0.167379648245964	"13"	111797985	"F"	"II"	"ARHGEF7-AS1"	"Body"	"opensea"	"Body-opensea"	""	"rs551278634;rs181135549;rs536863837"	"0;3;27"
"cg17460960"	0.127462895826108	0.896677038359318	5.22588759098356	2.22695632989131e-06	0.0103027081723877	4.21175523303429	0.941905807846001	0.814442912019893	-0.127462895826108	"15"	73489250	"R"	"II"	"NEO1"	"Body"	"opensea"	"Body-opensea"	""	"rs527538559;rs144134774"	"9;4"
"cg08278937"	-0.0436817763052929	0.820946281288675	-5.2238881238501	2.2436251192902e-06	0.0103027081723877	4.20448119659038	0.805446296148087	0.849128072453381	0.0436817763052936	"15"	44092345	"F"	"II"	"SERINC4"	"TSS200"	"shore"	"TSS200-shore"	"chr15:44092737-44093140"	""	""
"cg02555533"	-0.293331171246183	0.728194313655803	-5.22367189084393	2.24543510720853e-06	0.0103027081723877	4.2036946064101	0.624109059342641	0.917440230588824	0.293331171246183	"2"	104491138	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs538261411"	"40"
"cg09812462"	0.257218773448594	0.258242755001815	5.21862950539989	2.2880521970966e-06	0.0104247580350951	4.18535541548563	0.349513932677123	0.0922951592285289	-0.257218773448594	"12"	50911288	"R"	"II"	"DIP2B"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg23423099"	0.273988402528651	0.663469084999436	5.21707479460801	2.30135198508114e-06	0.0104247580350951	4.17970226932193	0.76069077621928	0.486702373690629	-0.273988402528651	"20"	14503860	"R"	"II"	"MACROD2"	"Body"	"opensea"	"Body-opensea"	""	"rs548405142;rs566799052"	"34;1"
